# JAS_WU																								
# Units: Mgal/day																								
# released 2014, March 7
huc12	newhydroid	AqGwWL	CoGwWL	DoGwWL	InGwWL	IrGwWL	LvGwWL	MiGwWL	ReGwWL	TeGwWL	WsGwWL	AqSwWL	CoSwWL	InSwWL	IrSwWL	MiSwWL	TeSwWL	WsSwWL	InGwRT	InSwRT	STswRT	WSgwRT	WSunkTR	WStrans
20401010302	306	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010302	204	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010302	285	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010302	221	0	0	0	0	0	0	0	1	0	-2.01E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	351	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	358	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	311	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	323	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	386	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	337	0	0	0	0	0	0	0	1	0	-4.21E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	385	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	350	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	360	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010303	338	0	0	0	0	0	0	0	1	0	-0.000421296	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	339	0	0	0	0	0	0	0	1	0	-1.37E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	391	0	0	0	0	0	0	0	1	0	-0.000953116	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	367	0	0	0	0	0	0	0	1	0	-0.002846848	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010304	329	0	0	0	0	0	0	0	1	0	-0.004096518	0	0	0	0	0	0	0	0	0	0	0	1	0
