siteNo,date,discharge
basin0,2005-06-02,62.4919416299
basin0,2005-06-03,59.3607111353
basin0,2005-06-04,56.5555371318
basin0,2005-06-05,54.0275980862
basin0,2005-06-06,51.737410446
basin0,2005-06-07,91.059869381
basin0,2005-06-08,57.5193576527
basin0,2005-06-09,55.3856654093
basin0,2005-06-10,52.9674018446
basin0,2005-06-11,49.9069193924
basin0,2005-06-12,51.9547687372
basin0,2005-06-13,50.6513629305
basin0,2005-06-14,48.8304746058
basin0,2005-06-15,46.9911442279
basin0,2005-06-16,44.8413192256
basin0,2005-06-17,136.374328638
basin0,2005-06-18,63.4386897633
basin0,2005-06-19,58.5310218429
basin0,2005-06-20,54.9401955504
basin0,2005-06-21,52.5631174833
basin0,2005-06-22,50.4036213875
basin0,2005-06-23,48.4326106226
basin0,2005-06-24,46.6262655822
basin0,2005-06-25,44.9646375329
basin0,2005-06-26,43.4308901646
basin0,2005-06-27,47.5914752486
basin0,2005-06-28,55.2500102216
basin0,2005-06-29,55.3579342304
basin0,2005-06-30,114.351734091
basin0,2005-07-01,108.074691571
basin0,2005-07-02,163.05196657
basin0,2005-07-03,204.765720725
basin0,2005-07-04,181.501998105
basin0,2005-07-05,152.331105788
basin0,2005-07-06,163.677842076
basin0,2005-07-07,151.176145537
basin0,2005-07-08,182.057191843
basin0,2005-07-09,381.982101804
basin0,2005-07-10,516.741233313
basin0,2005-07-11,416.344098938
basin0,2005-07-12,279.819656542
basin0,2005-07-13,202.827520609
basin0,2005-07-14,186.431345475
basin0,2005-07-15,156.812590076
basin0,2005-07-16,135.323381487
basin0,2005-07-17,119.295240634
basin0,2005-07-18,179.102298859
basin0,2005-07-19,157.943057311
basin0,2005-07-20,193.917847144
basin0,2005-07-21,187.636947722
basin0,2005-07-22,156.622577217
basin0,2005-07-23,135.150758964
basin0,2005-07-24,119.1645697
basin0,2005-07-25,106.705979024
basin0,2005-07-26,96.707384052
basin0,2005-07-27,88.4963571089
basin0,2005-07-28,79.6721165301
basin0,2005-07-29,77.2470766176
basin0,2005-07-30,72.0871835258
basin0,2005-07-31,67.5526607258
basin0,2005-08-01,73.1436705402
basin0,2005-08-02,70.4218947941
basin0,2005-08-03,69.7893346792
basin0,2005-08-04,65.5419173999
basin0,2005-08-05,61.8058273518
basin0,2005-08-06,58.4931260036
basin0,2005-08-07,55.5350718764
basin0,2005-08-08,52.8771293704
basin0,2005-08-09,50.4754633032
basin0,2005-08-10,48.2944261507
basin0,2005-08-11,46.3047239131
basin0,2005-08-12,44.4820554344
basin0,2005-08-13,42.073518024
basin0,2005-08-14,75.8636562476
basin0,2005-08-15,49.1621050267
basin0,2005-08-16,49.1316622711
basin0,2005-08-17,47.8749272921
basin0,2005-08-18,45.9190263518
basin0,2005-08-19,44.1261293499
basin0,2005-08-20,42.2791698326
basin0,2005-08-21,42.1538020114
basin0,2005-08-22,40.8428769408
basin0,2005-08-23,39.4402875664
basin0,2005-08-24,38.1372914847
basin0,2005-08-25,36.9235779005
basin0,2005-08-26,35.7902180065
basin0,2005-08-27,34.7294402064
basin0,2005-08-28,38.6981843994
basin0,2005-08-29,43.2298027277
basin0,2005-08-30,80.9860551031
basin0,2005-08-31,128.148263966
basin0,2005-09-01,226.792600514
basin0,2005-09-02,258.964990346
basin0,2005-09-03,218.555995516
basin0,2005-09-04,177.369302348
basin0,2005-09-05,149.817079858
basin0,2005-09-06,129.90527896
basin0,2005-09-07,114.947582294
basin0,2005-09-08,103.338942131
basin0,2005-09-09,93.9521463626
basin0,2005-09-10,86.1970152142
basin0,2005-09-11,79.6771244841
basin0,2005-09-12,74.1158527148
basin0,2005-09-13,69.3140486519
basin0,2005-09-14,65.1245402801
basin0,2005-09-15,60.423166868
basin0,2005-09-16,59.3072237083
basin0,2005-09-17,57.4145141452
basin0,2005-09-18,56.5976770607
basin0,2005-09-19,54.0933249571
basin0,2005-09-20,51.5747786838
basin0,2005-09-21,49.2929737587
basin0,2005-09-22,47.2157760248
basin0,2005-09-23,45.3166453479
basin0,2005-09-24,43.5734644379
basin0,2005-09-25,41.9676509626
basin0,2005-09-26,40.780904647
basin0,2005-09-27,326.152326144
basin0,2005-09-28,59.951288196
basin0,2005-09-29,55.2851045174
basin0,2005-09-30,57.3877501664
basin0,2005-10-01,42.6172323381
basin0,2005-10-02,39.5991870618
basin0,2005-10-03,37.3475088401
basin0,2005-10-04,35.2967495461
basin0,2005-10-05,33.420963984
basin0,2005-10-06,31.6985124066
basin0,2005-10-07,34.3847557592
basin0,2005-10-08,2554.98578929
basin0,2005-10-09,4085.81309522
basin0,2005-10-10,3259.5553523
basin0,2005-10-11,211.544244603
basin0,2005-10-12,211.925045002
basin0,2005-10-13,2229.44594884
basin0,2005-10-14,1926.76680206
basin0,2005-10-15,1463.20882432
basin0,2005-10-16,878.705040535
basin0,2005-10-17,493.161136094
basin0,2005-10-18,339.184716999
basin0,2005-10-19,293.065983575
basin0,2005-10-20,218.910930071
basin0,2005-10-21,174.31744312
basin0,2005-10-22,267.405399736
basin0,2005-10-23,1121.02105879
basin0,2005-10-24,1368.65281765
basin0,2005-10-25,1323.14674333
basin0,2005-10-26,1871.50775356
basin0,2005-10-27,1561.1863126
basin0,2005-10-28,385.560851381
basin0,2005-10-29,261.653055942
basin0,2005-10-30,199.600619634
basin0,2005-10-31,161.443404107
basin0,2005-11-01,135.458815485
basin0,2005-11-02,111.601952346
basin0,2005-11-03,104.926291645
basin0,2005-11-04,92.9646025907
basin0,2005-11-05,83.1751315305
basin0,2005-11-06,75.1472702496
basin0,2005-11-07,70.3563225432
basin0,2005-11-08,67.5720161408
basin0,2005-11-09,61.9640836962
basin0,2005-11-10,125.418770901
basin0,2005-11-11,104.76630245
basin0,2005-11-12,97.0227139787
basin0,2005-11-13,86.1234405956
basin0,2005-11-14,77.4806778982
basin0,2005-11-15,75.0204372747
basin0,2005-11-16,90.8800327995
basin0,2005-11-17,244.195971048
basin0,2005-11-18,297.288358296
basin0,2005-11-19,246.580398042
basin0,2005-11-20,190.863707867
basin0,2005-11-21,155.759871953
basin0,2005-11-22,180.000350411
basin0,2005-11-23,231.130056809
basin0,2005-11-24,198.854514337
basin0,2005-11-25,164.894359065
basin0,2005-11-26,140.432844611
basin0,2005-11-27,121.975310139
basin0,2005-11-28,122.392391254
basin0,2005-11-29,142.986270377
basin0,2005-11-30,1525.77169693
basin0,2005-12-01,1288.26819584
basin0,2005-12-02,407.553015088
basin0,2005-12-03,241.013208386
basin0,2005-12-04,192.027109744
basin0,2005-12-05,159.33069388
basin0,2005-12-06,135.940259451
basin0,2005-12-07,118.304247001
basin0,2005-12-08,104.552230441
basin0,2005-12-09,93.4656599477
basin0,2005-12-10,84.3859896406
basin0,2005-12-11,76.790024161
basin0,2005-12-12,70.3374840386
basin0,2005-12-13,64.7889616003
basin0,2005-12-14,59.9508779546
basin0,2005-12-15,55.734000262
basin0,2005-12-16,184.530763912
basin0,2005-12-17,188.598727321
basin0,2005-12-18,161.145190685
basin0,2005-12-19,137.386555327
basin0,2005-12-20,119.586795252
basin0,2005-12-21,105.743382475
basin0,2005-12-22,94.7462839853
basin0,2005-12-23,85.7279297185
basin0,2005-12-24,80.0065237418
basin0,2005-12-25,75.8466232489
basin0,2005-12-26,206.315345977
basin0,2005-12-27,238.355472117
basin0,2005-12-28,211.136946818
basin0,2005-12-29,176.53561806
basin0,2005-12-30,341.411245808
basin0,2005-12-31,391.181961364
basin0,2006-01-01,318.7403203
basin0,2006-01-02,278.431807373
basin0,2006-01-03,675.091211513
basin0,2006-01-04,470.421533572
basin0,2006-01-05,336.646886917
basin0,2006-01-06,291.452763835
basin0,2006-01-07,212.820183353
basin0,2006-01-08,183.474716594
basin0,2006-01-09,170.981349171
basin0,2006-01-10,148.284589452
basin0,2006-01-11,137.332654348
basin0,2006-01-12,267.663541336
basin0,2006-01-13,342.384090451
basin0,2006-01-14,577.114785454
basin0,2006-01-15,723.559376806
basin0,2006-01-16,670.690191261
basin0,2006-01-17,430.007243737
basin0,2006-01-18,717.088928794
basin0,2006-01-19,2912.22108177
basin0,2006-01-20,990.175127963
basin0,2006-01-21,541.85936931
basin0,2006-01-22,403.613761003
basin0,2006-01-23,442.067936463
basin0,2006-01-24,439.538145286
basin0,2006-01-25,402.673091786
basin0,2006-01-26,261.763733872
basin0,2006-01-27,216.577808635
basin0,2006-01-28,186.251579757
basin0,2006-01-29,164.662995862
basin0,2006-01-30,170.420492232
basin0,2006-01-31,245.587374537
basin0,2006-02-01,305.1770724
basin0,2006-02-02,295.871942481
basin0,2006-02-03,301.436890856
basin0,2006-02-04,431.018555554
basin0,2006-02-05,544.104866055
basin0,2006-02-06,590.283805488
basin0,2006-02-07,370.970845251
basin0,2006-02-08,271.849544957
basin0,2006-02-09,218.490299933
basin0,2006-02-10,173.617152476
basin0,2006-02-11,154.212558893
basin0,2006-02-12,139.243177333
basin0,2006-02-13,127.296629023
basin0,2006-02-14,117.583282618
basin0,2006-02-15,109.476972261
basin0,2006-02-16,108.283847225
basin0,2006-02-17,127.262107517
basin0,2006-02-18,142.627944117
basin0,2006-02-19,140.520624697
basin0,2006-02-20,129.001458292
basin0,2006-02-21,118.384731253
basin0,2006-02-22,109.737934587
basin0,2006-02-23,102.241496823
basin0,2006-02-24,95.088554541
basin0,2006-02-25,93.612674223
basin0,2006-02-26,89.3644540922
basin0,2006-02-27,85.0316595152
basin0,2006-02-28,79.7708578553
basin0,2006-03-01,76.7894321531
basin0,2006-03-02,74.1947282002
basin0,2006-03-03,71.8157122151
basin0,2006-03-04,69.5700668042
basin0,2006-03-05,67.5939165446
basin0,2006-03-06,66.4464855992
basin0,2006-03-07,64.5686297549
basin0,2006-03-08,62.6469820937
basin0,2006-03-09,61.1535144178
basin0,2006-03-10,68.2897890452
basin0,2006-03-11,69.0506887725
basin0,2006-03-12,67.844046201
basin0,2006-03-13,70.6976789482
basin0,2006-03-14,133.562441857
basin0,2006-03-15,125.229163739
basin0,2006-03-16,113.244457896
basin0,2006-03-17,105.591770804
basin0,2006-03-18,99.2498723553
basin0,2006-03-19,93.8312930316
basin0,2006-03-20,89.1214595153
basin0,2006-03-21,85.0002500375
basin0,2006-03-22,82.860909945
basin0,2006-03-23,77.9370034767
basin0,2006-03-24,76.3623904169
basin0,2006-03-25,76.16226719
basin0,2006-03-26,77.6976642659
basin0,2006-03-27,76.8906459327
basin0,2006-03-28,73.7845261506
basin0,2006-03-29,70.9533800458
basin0,2006-03-30,68.5969333022
basin0,2006-03-31,66.4555337164
basin0,2006-04-01,47.6349244193
basin0,2006-04-02,47.5287174306
basin0,2006-04-03,46.0936914957
basin0,2006-04-04,190.147987901
basin0,2006-04-05,101.540004926
basin0,2006-04-06,98.2491909477
basin0,2006-04-07,94.739436471
basin0,2006-04-08,103.173268198
basin0,2006-04-09,115.63628217
basin0,2006-04-10,108.998988343
basin0,2006-04-11,98.543802745
basin0,2006-04-12,90.1129591793
basin0,2006-04-13,83.3453748804
basin0,2006-04-14,77.7854380342
basin0,2006-04-15,76.7040876527
basin0,2006-04-16,73.3578635171
basin0,2006-04-17,68.942557565
basin0,2006-04-18,64.9441890641
basin0,2006-04-19,61.5384117897
basin0,2006-04-20,58.5021585455
basin0,2006-04-21,55.7778853963
basin0,2006-04-22,57.526482865
basin0,2006-04-23,491.784638103
basin0,2006-04-24,521.43576389
basin0,2006-04-25,522.984083427
basin0,2006-04-26,422.154046677
basin0,2006-04-27,285.248907493
basin0,2006-04-28,218.663127291
basin0,2006-04-29,178.692038495
basin0,2006-04-30,151.612472116
basin0,2006-05-01,131.877094091
basin0,2006-05-02,116.933415959
basin0,2006-05-03,105.307243759
basin0,2006-05-04,95.9897710526
basin0,2006-05-05,88.285714708
basin0,2006-05-06,81.8045219027
basin0,2006-05-07,76.2732553522
basin0,2006-05-08,71.4951719384
basin0,2006-05-09,67.324728277
basin0,2006-05-10,63.6518590087
basin0,2006-05-11,59.6953398318
basin0,2006-05-12,996.592552164
basin0,2006-05-13,461.34441036
basin0,2006-05-14,396.666543326
basin0,2006-05-15,253.73671792
basin0,2006-05-16,332.136591642
basin0,2006-05-17,629.646785919
basin0,2006-05-18,620.043631054
basin0,2006-05-19,324.884501972
basin0,2006-05-20,309.136297226
basin0,2006-05-21,318.782778086
basin0,2006-05-22,275.8251401
basin0,2006-05-23,269.752572848
basin0,2006-05-24,212.841270084
basin0,2006-05-25,174.601932733
basin0,2006-05-26,148.422349994
basin0,2006-05-27,184.015934972
basin0,2006-05-28,178.015578922
basin0,2006-05-29,173.262601074
basin0,2006-05-30,147.21382658
basin0,2006-05-31,141.244520398
basin0,2006-06-01,140.396901644
basin0,2006-06-02,141.422012099
basin0,2006-06-03,261.628453948
basin0,2006-06-04,275.891012087
basin0,2006-06-05,264.956015827
basin0,2006-06-06,234.722679032
basin0,2006-06-07,188.797652491
basin0,2006-06-08,408.008979028
basin0,2006-06-09,422.489999592
basin0,2006-06-10,501.671940654
basin0,2006-06-11,499.085421767
basin0,2006-06-12,322.663693408
basin0,2006-06-13,238.572903425
basin0,2006-06-14,190.893716098
basin0,2006-06-15,178.329120078
basin0,2006-06-16,180.48713503
basin0,2006-06-17,157.216315893
basin0,2006-06-18,135.226906021
basin0,2006-06-19,119.598755188
basin0,2006-06-20,103.90037938
basin0,2006-06-21,99.3906179384
basin0,2006-06-22,91.2300098021
basin0,2006-06-23,84.3057898154
basin0,2006-06-24,83.0427734678
basin0,2006-06-25,85.7416107443
basin0,2006-06-26,1145.4361514
basin0,2006-06-27,2572.70532606
basin0,2006-06-28,4514.18928472
basin0,2006-06-29,2202.01381723
basin0,2006-06-30,873.804039114
basin0,2006-07-01,643.825840417
basin0,2006-07-02,355.968511433
basin0,2006-07-03,253.690407869
basin0,2006-07-04,199.927360592
basin0,2006-07-05,160.651518193
basin0,2006-07-06,148.23508489
basin0,2006-07-07,128.798235286
basin0,2006-07-08,114.171773498
basin0,2006-07-09,102.785486389
basin0,2006-07-10,93.5517870618
basin0,2006-07-11,85.4849024342
basin0,2006-07-12,82.480958245
basin0,2006-07-13,87.969238778
basin0,2006-07-14,78.3617486778
basin0,2006-07-15,72.9639991437
basin0,2006-07-16,68.8928127909
basin0,2006-07-17,66.9345151048
basin0,2006-07-18,63.1828068069
basin0,2006-07-19,59.7294452173
basin0,2006-07-20,56.6520119233
basin0,2006-07-21,53.8917918419
basin0,2006-07-22,53.4692486787
basin0,2006-07-23,130.686091226
basin0,2006-07-24,67.6894912368
basin0,2006-07-25,63.9485890209
basin0,2006-07-26,60.3995771758
basin0,2006-07-27,57.2453912781
basin0,2006-07-28,54.1425504095
basin0,2006-07-29,59.1201670897
basin0,2006-07-30,57.0086648464
basin0,2006-07-31,53.9918830656
basin0,2006-08-01,51.4869673444
basin0,2006-08-02,49.2166918882
basin0,2006-08-03,47.1493083121
basin0,2006-08-04,45.2585794784
basin0,2006-08-05,43.5226286038
basin0,2006-08-06,41.9230660933
basin0,2006-08-07,39.8272090597
basin0,2006-08-08,39.1649147429
basin0,2006-08-09,37.8892802447
basin0,2006-08-10,36.6944401569
basin0,2006-08-11,35.5779782787
basin0,2006-08-12,34.5323833676
basin0,2006-08-13,33.5510781592
basin0,2006-08-14,32.6282781268
basin0,2006-08-15,33.2685388906
basin0,2006-08-16,32.9817160878
basin0,2006-08-17,32.2744473689
basin0,2006-08-18,31.4248142356
basin0,2006-08-19,30.6224239359
basin0,2006-08-20,457.977171287
basin0,2006-08-21,45.4544365565
basin0,2006-08-22,46.0620803729
basin0,2006-08-23,44.2537444317
basin0,2006-08-24,42.5925164631
basin0,2006-08-25,41.0593818204
basin0,2006-08-26,86.453722461
basin0,2006-08-27,52.6605231574
basin0,2006-08-28,280.337257111
basin0,2006-08-29,97.9080850562
basin0,2006-08-30,354.385544413
basin0,2006-08-31,597.922558851
basin0,2006-09-01,564.030022439
basin0,2006-09-02,305.747073485
basin0,2006-09-03,623.239499375
basin0,2006-09-04,821.072026355
basin0,2006-09-05,629.409513453
basin0,2006-09-06,322.196411815
basin0,2006-09-07,281.73932621
basin0,2006-09-08,216.096733139
basin0,2006-09-09,175.9378415
basin0,2006-09-10,145.643107783
basin0,2006-09-11,137.099832063
basin0,2006-09-12,120.701147633
basin0,2006-09-13,107.742174801
basin0,2006-09-14,103.479525673
basin0,2006-09-15,1371.82264129
basin0,2006-09-16,953.049121262
basin0,2006-09-17,745.136196065
basin0,2006-09-18,382.723769764
basin0,2006-09-19,266.086473263
basin0,2006-09-20,191.770654288
basin0,2006-09-21,174.528227203
basin0,2006-09-22,148.101122015
basin0,2006-09-23,132.35000394
basin0,2006-09-24,122.178578717
basin0,2006-09-25,108.675599972
basin0,2006-09-26,98.2447148143
basin0,2006-09-27,89.6671169642
basin0,2006-09-28,82.536977918
basin0,2006-09-29,122.496372297
basin0,2006-09-30,110.561937307
basin0,2006-10-01,243.608382896
basin0,2006-10-02,351.552908188
basin0,2006-10-03,394.05912235
basin0,2006-10-04,288.640832318
basin0,2006-10-05,198.679822818
basin0,2006-10-06,180.475958942
basin0,2006-10-07,149.561136289
basin0,2006-10-08,126.851569354
basin0,2006-10-09,109.747924108
basin0,2006-10-10,96.5520505506
basin0,2006-10-11,86.2498283846
basin0,2006-10-12,140.537294849
basin0,2006-10-13,105.788728446
basin0,2006-10-14,99.0092877821
basin0,2006-10-15,87.8980709012
basin0,2006-10-16,79.0530955301
basin0,2006-10-17,71.6666313661
basin0,2006-10-18,248.120237502
basin0,2006-10-19,313.256086873
basin0,2006-10-20,673.973184114
basin0,2006-10-21,839.463491457
basin0,2006-10-22,811.429399004
basin0,2006-10-23,386.33340525
basin0,2006-10-24,261.948192591
basin0,2006-10-25,186.617627937
basin0,2006-10-26,169.459260457
basin0,2006-10-27,141.39336354
basin0,2006-10-28,855.954493963
basin0,2006-10-29,1595.07707082
basin0,2006-10-30,1418.51038662
basin0,2006-10-31,392.039055462
basin0,2006-11-01,263.708075464
basin0,2006-11-02,210.827156992
basin0,2006-11-03,235.815700273
basin0,2006-11-04,208.692157321
basin0,2006-11-05,167.688285258
basin0,2006-11-06,140.085431627
basin0,2006-11-07,120.00709444
basin0,2006-11-08,109.753569263
basin0,2006-11-09,695.235098146
basin0,2006-11-10,576.775718399
basin0,2006-11-11,353.029281892
basin0,2006-11-12,246.774644722
basin0,2006-11-13,186.094489174
basin0,2006-11-14,267.382812067
basin0,2006-11-15,326.741994591
basin0,2006-11-16,319.448306271
basin0,2006-11-17,1810.59859114
basin0,2006-11-18,1318.46548169
basin0,2006-11-19,398.100142823
basin0,2006-11-20,267.003926463
basin0,2006-11-21,202.877766786
basin0,2006-11-22,163.673564476
basin0,2006-11-23,134.604057707
basin0,2006-11-24,173.496572275
basin0,2006-11-25,208.540280137
basin0,2006-11-26,179.396724941
basin0,2006-11-27,147.98223712
basin0,2006-11-28,125.859352507
basin0,2006-11-29,109.426400722
basin0,2006-11-30,94.5115022876
basin0,2006-12-01,86.9947780991
basin0,2006-12-02,254.833193612
basin0,2006-12-03,250.281838576
basin0,2006-12-04,201.074445922
basin0,2006-12-05,162.745880605
basin0,2006-12-06,136.700622147
basin0,2006-12-07,117.512312359
basin0,2006-12-08,98.5386361195
basin0,2006-12-09,93.0443581996
basin0,2006-12-10,83.3371630303
basin0,2006-12-11,75.3003215645
basin0,2006-12-12,68.6881834853
basin0,2006-12-13,63.094710468
basin0,2006-12-14,69.8723927256
basin0,2006-12-15,79.111612845
basin0,2006-12-16,82.2176942402
basin0,2006-12-17,82.1170400631
basin0,2006-12-18,74.9634277692
basin0,2006-12-19,68.3673044404
basin0,2006-12-20,63.058023839
basin0,2006-12-21,58.075050414
basin0,2006-12-22,53.7765124588
basin0,2006-12-23,150.717667492
basin0,2006-12-24,177.051641081
basin0,2006-12-25,170.399740348
basin0,2006-12-26,227.742437839
basin0,2006-12-27,218.289069218
basin0,2006-12-28,187.887908899
basin0,2006-12-29,157.069986612
basin0,2006-12-30,137.532385609
basin0,2006-12-31,128.478175214
basin0,2007-01-01,270.419365004
basin0,2007-01-02,310.514622147
basin0,2007-01-03,303.039876421
basin0,2007-01-04,238.832092353
basin0,2007-01-05,197.510608107
basin0,2007-01-06,339.012624166
basin0,2007-01-07,400.24069
basin0,2007-01-08,861.643151161
basin0,2007-01-09,872.112155521
basin0,2007-01-10,572.488549739
basin0,2007-01-11,383.406803158
basin0,2007-01-12,292.624859687
basin0,2007-01-13,326.994926012
basin0,2007-01-14,382.672207914
basin0,2007-01-15,595.354535246
basin0,2007-01-16,732.075791007
basin0,2007-01-17,798.731157449
basin0,2007-01-18,464.311828491
basin0,2007-01-19,279.789729504
basin0,2007-01-20,228.641823603
basin0,2007-01-21,194.667499751
basin0,2007-01-22,170.247749382
basin0,2007-01-23,152.036448842
basin0,2007-01-24,137.75288703
basin0,2007-01-25,126.468728469
basin0,2007-01-26,117.072990846
basin0,2007-01-27,109.254496003
basin0,2007-01-28,105.458659298
basin0,2007-01-29,96.4827038975
basin0,2007-01-30,91.4760447868
basin0,2007-01-31,87.106213079
basin0,2007-02-01,83.2257466539
basin0,2007-02-02,79.7954744628
basin0,2007-02-03,76.70595463
basin0,2007-02-04,73.932400299
basin0,2007-02-05,71.4274467358
basin0,2007-02-06,69.2243062241
basin0,2007-02-07,67.2424225541
basin0,2007-02-08,65.4422301169
basin0,2007-02-09,63.7953127534
basin0,2007-02-10,62.2336760424
basin0,2007-02-11,60.8325707483
basin0,2007-02-12,59.5032525254
basin0,2007-02-13,58.2235798769
basin0,2007-02-14,57.071778524
basin0,2007-02-15,56.0004189476
basin0,2007-02-16,54.9934297108
basin0,2007-02-17,54.0499690146
basin0,2007-02-18,53.1120438036
basin0,2007-02-19,52.2739317724
basin0,2007-02-20,51.4567185457
basin0,2007-02-21,51.6535712324
basin0,2007-02-22,51.9973025401
basin0,2007-02-23,51.2508850357
basin0,2007-02-24,50.4550301965
basin0,2007-02-25,49.7399118685
basin0,2007-02-26,49.0581943919
basin0,2007-02-27,48.4257755496
basin0,2007-02-28,47.8342969278
basin0,2007-03-01,47.2495944127
basin0,2007-03-02,158.102536273
basin0,2007-03-03,202.793906026
basin0,2007-03-04,235.231378728
basin0,2007-03-05,210.654920083
basin0,2007-03-06,181.812985063
basin0,2007-03-07,160.533762355
basin0,2007-03-08,144.453783354
basin0,2007-03-09,131.713203026
basin0,2007-03-10,125.785526723
basin0,2007-03-11,133.065116304
basin0,2007-03-12,159.365211747
basin0,2007-03-13,159.924515926
basin0,2007-03-14,156.029172816
basin0,2007-03-15,321.619608099
basin0,2007-03-16,362.523981887
basin0,2007-03-17,367.139158167
basin0,2007-03-18,286.728668263
basin0,2007-03-19,233.208241008
basin0,2007-03-20,249.436828185
basin0,2007-03-21,239.403034023
basin0,2007-03-22,204.743956553
basin0,2007-03-23,248.640942411
basin0,2007-03-24,295.632375113
basin0,2007-03-25,345.990471277
basin0,2007-03-26,409.48369416
basin0,2007-03-27,377.235327284
basin0,2007-03-28,405.652554446
basin0,2007-03-29,330.541109743
basin0,2007-03-30,278.526700715
basin0,2007-03-31,246.842936894
basin0,2007-04-01,223.882086543
basin0,2007-04-02,265.853027452
basin0,2007-04-03,269.746365897
basin0,2007-04-04,246.045897244
basin0,2007-04-05,327.563615027
basin0,2007-04-06,373.776694289
basin0,2007-04-07,283.03158626
basin0,2007-04-08,225.01943604
basin0,2007-04-09,186.94582529
basin0,2007-04-10,171.316814688
basin0,2007-04-11,138.680198855
basin0,2007-04-12,247.954428079
basin0,2007-04-13,254.171109058
basin0,2007-04-14,271.873630803
basin0,2007-04-15,432.859948929
basin0,2007-04-16,5553.33493889
basin0,2007-04-17,1962.93693406
basin0,2007-04-18,956.424857112
basin0,2007-04-19,515.585981937
basin0,2007-04-20,380.677168343
basin0,2007-04-21,331.387449788
basin0,2007-04-22,301.682948897
basin0,2007-04-23,289.334715606
basin0,2007-04-24,273.029577846
basin0,2007-04-25,277.815287471
basin0,2007-04-26,359.951013801
basin0,2007-04-27,537.232296113
basin0,2007-04-28,620.73694564
basin0,2007-04-29,497.502296004
basin0,2007-04-30,427.108721426
basin0,2007-05-01,374.32039538
basin0,2007-05-02,248.019054727
basin0,2007-05-03,231.918178556
basin0,2007-05-04,191.791326748
basin0,2007-05-05,160.778139903
basin0,2007-05-06,138.826268521
basin0,2007-05-07,122.548915962
basin0,2007-05-08,109.531486775
basin0,2007-05-09,99.4205243581
basin0,2007-05-10,91.1587370789
basin0,2007-05-11,96.0757894767
basin0,2007-05-12,92.1004225971
basin0,2007-05-13,85.2036658884
basin0,2007-05-14,79.1933420114
basin0,2007-05-15,74.03246289
basin0,2007-05-16,69.5517487247
basin0,2007-05-17,64.8413086482
basin0,2007-05-18,62.6223003625
basin0,2007-05-19,60.7992756883
basin0,2007-05-20,62.4973405804
basin0,2007-05-21,59.5302064428
basin0,2007-05-22,57.244950615
basin0,2007-05-23,54.6492353449
basin0,2007-05-24,52.3019992947
basin0,2007-05-25,50.1678520104
basin0,2007-05-26,48.2188194491
basin0,2007-05-27,46.4316443827
basin0,2007-05-28,44.7912136647
basin0,2007-05-29,44.6034309912
basin0,2007-05-30,43.1983121719
basin0,2007-05-31,41.7960665979
basin0,2007-06-01,40.7844445941
basin0,2007-06-02,40.4609166171
basin0,2007-06-03,43.3574221401
basin0,2007-06-04,152.055307103
basin0,2007-06-05,96.2420492038
basin0,2007-06-06,113.448656423
basin0,2007-06-07,116.1808858
basin0,2007-06-08,103.847719109
basin0,2007-06-09,94.7926251443
basin0,2007-06-10,87.2856534948
basin0,2007-06-11,80.9563966472
basin0,2007-06-12,73.9540334364
basin0,2007-06-13,72.3508104771
basin0,2007-06-14,68.2519124698
basin0,2007-06-15,64.4715831916
basin0,2007-06-16,61.1219292307
basin0,2007-06-17,57.4451121569
basin0,2007-06-18,56.9376392522
basin0,2007-06-19,54.7341821611
basin0,2007-06-20,97.2545273658
basin0,2007-06-21,61.1592533387
basin0,2007-06-22,58.7695370917
basin0,2007-06-23,56.5015548174
basin0,2007-06-24,54.043047496
basin0,2007-06-25,51.7474952034
basin0,2007-06-26,49.6584304056
basin0,2007-06-27,47.7489830164
basin0,2007-06-28,45.791086973
basin0,2007-06-29,45.6969186428
basin0,2007-06-30,44.337206333
basin0,2007-07-01,40.528354429
basin0,2007-07-02,39.1490309801
basin0,2007-07-03,37.866822601
basin0,2007-07-04,36.6717579474
basin0,2007-07-05,135.14578708
basin0,2007-07-06,60.3556615149
basin0,2007-07-07,55.7431605761
basin0,2007-07-08,51.8790248306
basin0,2007-07-09,50.0897594707
basin0,2007-07-10,47.5916335002
basin0,2007-07-11,45.658817489
basin0,2007-07-12,52.258275513
basin0,2007-07-13,45.3070989871
basin0,2007-07-14,43.662198868
basin0,2007-07-15,42.0475598018
basin0,2007-07-16,40.2911152263
basin0,2007-07-17,39.8258960085
basin0,2007-07-18,44.2616937327
basin0,2007-07-19,41.9610175581
basin0,2007-07-20,51.4893249505
basin0,2007-07-21,46.4562093268
basin0,2007-07-22,45.298739421
basin0,2007-07-23,43.554395495
basin0,2007-07-24,441.268513619
basin0,2007-07-25,141.9853224
basin0,2007-07-26,129.206387062
basin0,2007-07-27,113.279747287
basin0,2007-07-28,160.664401648
basin0,2007-07-29,125.524460466
basin0,2007-07-30,203.936616984
basin0,2007-07-31,192.104261838
basin0,2007-08-01,162.954475815
basin0,2007-08-02,139.285478254
basin0,2007-08-03,122.304592372
basin0,2007-08-04,109.173068959
basin0,2007-08-05,98.6971450227
basin0,2007-08-06,90.1348777772
basin0,2007-08-07,80.5620885093
basin0,2007-08-08,139.055324599
basin0,2007-08-09,93.503275861
basin0,2007-08-10,247.029462373
basin0,2007-08-11,222.77273561
basin0,2007-08-12,250.832912313
basin0,2007-08-13,218.987958603
